"ID","code","indicator","year","amsterdam_code","naam"
"1563","NLSTR","Strikes in Netherlands","1898","10050","LEKKERKERK"
"1564","NLSTR","Strikes in Netherlands","1898","11150","AMSTERDAM"
"1565","NLSTR","Strikes in Netherlands","1898","10345","ROTTERDAM"
"1566","NLSTR","Strikes in Netherlands","1898","11053","ALMELO"
"1567","NLSTR","Strikes in Netherlands","1898","","DEN HAAG"
"1568","NLSTR","Strikes in Netherlands","1898","10345","ROTTERDAM"
"1569","NLSTR","Strikes in Netherlands","1898","","ALTEVEER"
"1569","NLSTR","Strikes in Netherlands","1898","","WESTERLEE"
"1569","NLSTR","Strikes in Netherlands","1898","10848","OUDE PEKELA"
"1570","NLSTR","Strikes in Netherlands","1898","","ALTEVEER"
"1570","NLSTR","Strikes in Netherlands","1898","","OLDEOUWER"
"1571","NLSTR","Strikes in Netherlands","1898","10345","ROTTERDAM"
"1572","NLSTR","Strikes in Netherlands","1898","10410","HOOGEZAND"
"1573","NLSTR","Strikes in Netherlands","1898","","VALTHERMOND"
"1574","NLSTR","Strikes in Netherlands","1898","11430","IJZENDOORN"
"1575","NLSTR","Strikes in Netherlands","1898","10546","STEENWIJK"
"1576","NLSTR","Strikes in Netherlands","1898","","ALTEVEER"
"1577","NLSTR","Strikes in Netherlands","1898","","STOBBEGAT"
"1578","NLSTR","Strikes in Netherlands","1898","10154","BREDA"
"1579","NLSTR","Strikes in Netherlands","1898","10212","FINSTERWOLDE"
"1580","NLSTR","Strikes in Netherlands","1898","10416","HENDRIK IDO AMBACHT"
"1581","NLSTR","Strikes in Netherlands","1898","11421","SNEEK"
"1582","NLSTR","Strikes in Netherlands","1898","11150","AMSTERDAM"
"1583","NLSTR","Strikes in Netherlands","1898","11053","ALMELO"
"1584","NLSTR","Strikes in Netherlands","1898","11150","AMSTERDAM"
"1585","NLSTR","Strikes in Netherlands","1898","10453","WINSCHOTEN"
"1586","NLSTR","Strikes in Netherlands","1898","10928","DELFT"
"1587","NLSTR","Strikes in Netherlands","1898","10364","ENSCHEDE"
"1588","NLSTR","Strikes in Netherlands","1898","11280","OOSTERHOUT"
"1589","NLSTR","Strikes in Netherlands","1898","11150","AMSTERDAM"
"1590","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1591","NLSTR","Strikes in Netherlands","1899","","OLDEOUWER"
"1592","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1593","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1594","NLSTR","Strikes in Netherlands","1899","","DEN HAAG"
"1595","NLSTR","Strikes in Netherlands","1899","","WEERDINGERMOND"
"1596","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1597","NLSTR","Strikes in Netherlands","1899","","KOOG AD ZAAN"
"1598","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1599","NLSTR","Strikes in Netherlands","1899","10076","GOOR"
"1600","NLSTR","Strikes in Netherlands","1899","11285","HILVERSUM"
"1601","NLSTR","Strikes in Netherlands","1899","10080","SAPPEMEER"
"1602","NLSTR","Strikes in Netherlands","1899","10795","ARNHEM"
"1603","NLSTR","Strikes in Netherlands","1899","10364","ENSCHEDE"
"1604","NLSTR","Strikes in Netherlands","1899","10345","ROTTERDAM"
"1604","NLSTR","Strikes in Netherlands","1899","","DODRECHT"
"1605","NLSTR","Strikes in Netherlands","1899","","PEKELA NIEUWE"
"1605","NLSTR","Strikes in Netherlands","1899","11292","VEENDAM"
"1606","NLSTR","Strikes in Netherlands","1899","10080","SAPPEMEER"
"1606","NLSTR","Strikes in Netherlands","1899","10747","SLOCHTEREN"
"1607","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1608","NLSTR","Strikes in Netherlands","1899","","DEN HAAG"
"1609","NLSTR","Strikes in Netherlands","1899","11228","LEEUWARDEN"
"1610","NLSTR","Strikes in Netherlands","1899","11411","BAARN"
"1611","NLSTR","Strikes in Netherlands","1899","","PEKELA OUDE"
"1612","NLSTR","Strikes in Netherlands","1899","","DEN HAAG"
"1613","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1614","NLSTR","Strikes in Netherlands","1899","11044","ZAANDAM"
"1615","NLSTR","Strikes in Netherlands","1899","10270","VLISSINGEN"
"1616","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1617","NLSTR","Strikes in Netherlands","1899","","IJMUIDEN"
"1618","NLSTR","Strikes in Netherlands","1899","10270","VLISSINGEN"
"1619","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1620","NLSTR","Strikes in Netherlands","1899","10426","GRONINGEN"
"1621","NLSTR","Strikes in Netherlands","1899","11044","ZAANDAM"
"1622","NLSTR","Strikes in Netherlands","1899","10361","WORMERVEER"
"1623","NLSTR","Strikes in Netherlands","1899","10357","HAARLEM"
"1624","NLSTR","Strikes in Netherlands","1899","11150","AMSTERDAM"
"1625","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1626","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1627","NLSTR","Strikes in Netherlands","1900","10154","BREDA"
"1628","NLSTR","Strikes in Netherlands","1900","","TERWISPEL"
"1629","NLSTR","Strikes in Netherlands","1900","10083","BOXTEL"
"1630","NLSTR","Strikes in Netherlands","1900","","ENGELUM"
"1631","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1632","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1633","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1634","NLSTR","Strikes in Netherlands","1900","11228","LEEUWARDEN"
"1635","NLSTR","Strikes in Netherlands","1900","10722","UTRECHT"
"1636","NLSTR","Strikes in Netherlands","1900","11075","APELDOORN"
"1637","NLSTR","Strikes in Netherlands","1912","10441","VREESWIJK"
"1638","NLSTR","Strikes in Netherlands","1912","","ALTEVEER"
"1639","NLSTR","Strikes in Netherlands","1912","11150","AMSTERDAM"
"1640","NLSTR","Strikes in Netherlands","1912","","RUISCHERBRUG"
"1641","NLSTR","Strikes in Netherlands","1912","10357","HAARLEM"
"1642","NLSTR","Strikes in Netherlands","1912","10345","ROTTERDAM"
"1643","NLSTR","Strikes in Netherlands","1912","10345","ROTTERDAM"
"1644","NLSTR","Strikes in Netherlands","1912","10345","ROTTERDAM"
"1645","NLSTR","Strikes in Netherlands","1912","10702","LEIDEN"
"1646","NLSTR","Strikes in Netherlands","1912","10345","ROTTERDAM"
"1647","NLSTR","Strikes in Netherlands","1913","","ALPHEN AD RIJN"
"1648","NLSTR","Strikes in Netherlands","1913","10825","WILDERVANK"
"1649","NLSTR","Strikes in Netherlands","1913","","HENGELO"
"1650","NLSTR","Strikes in Netherlands","1913","11392","HOORN"
"1651","NLSTR","Strikes in Netherlands","1913","10792","TILBURG"
"1652","NLSTR","Strikes in Netherlands","1913","10610","ONSTWEDDE"
"1652","NLSTR","Strikes in Netherlands","1913","","PEKELA NIEUWE"
"1653","NLSTR","Strikes in Netherlands","1913","11253","STADSKANAAL"
"1654","NLSTR","Strikes in Netherlands","1913","10027","TIEL"
"1655","NLSTR","Strikes in Netherlands","1913","10304","MEEDEN"
"1656","NLSTR","Strikes in Netherlands","1913","11150","AMSTERDAM"
"1657","NLSTR","Strikes in Netherlands","1913","11204","MEPPEL"
"1658","NLSTR","Strikes in Netherlands","1913","11418","NAALDWIJK"
"1659","NLSTR","Strikes in Netherlands","1913","11150","AMSTERDAM"
"1660","NLSTR","Strikes in Netherlands","1913","10126","NIEUWOLDA"
"1661","NLSTR","Strikes in Netherlands","1913","11150","AMSTERDAM"
"1662","NLSTR","Strikes in Netherlands","1913","10814","NOORDBROEK"
"1663","NLSTR","Strikes in Netherlands","1913","11023","TERMUNTEN"
"1664","NLSTR","Strikes in Netherlands","1913","11150","AMSTERDAM"
"1665","NLSTR","Strikes in Netherlands","1913","10998","OUDER-AMSTEL"
"1666","NLSTR","Strikes in Netherlands","1913","","NIEUWERKERK"
"1667","NLSTR","Strikes in Netherlands","1913","11150","AMSTERDAM"
"1668","NLSTR","Strikes in Netherlands","1913","10426","GRONINGEN"
"1669","NLSTR","Strikes in Netherlands","1913","11150","AMSTERDAM"
"1670","NLSTR","Strikes in Netherlands","1913","10747","SLOCHTEREN"
"1671","NLSTR","Strikes in Netherlands","1916","11150","AMSTERDAM"
"1672","NLSTR","Strikes in Netherlands","1916","11141","UDEN"
"1673","NLSTR","Strikes in Netherlands","1902","10357","HAARLEM"
"1674","NLSTR","Strikes in Netherlands","1902","10970","ROSMALEN"
"1675","NLSTR","Strikes in Netherlands","1902","10357","HAARLEM"
"1676","NLSTR","Strikes in Netherlands","1902","10345","ROTTERDAM"
"1677","NLSTR","Strikes in Netherlands","1902","10904","EENRUM"
"1678","NLSTR","Strikes in Netherlands","1902","11260","SCHIEDAM"
"1679","NLSTR","Strikes in Netherlands","1902","11260","SCHIEDAM"
"1680","NLSTR","Strikes in Netherlands","1902","11122","WATERGRAAFSMEER"
"1681","NLSTR","Strikes in Netherlands","1902","11150","AMSTERDAM"
"1682","NLSTR","Strikes in Netherlands","1902","10068","DRUTEN"
"1683","NLSTR","Strikes in Netherlands","1902","11285","HILVERSUM"
"1684","NLSTR","Strikes in Netherlands","1902","11150","AMSTERDAM"
"1685","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1686","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1687","NLSTR","Strikes in Netherlands","1906","10704","TERNEUZEN"
"1688","NLSTR","Strikes in Netherlands","1906","11053","ALMELO"
"1689","NLSTR","Strikes in Netherlands","1906","11180","EMMEN"
"1690","NLSTR","Strikes in Netherlands","1906","10506","GIETEN"
"1691","NLSTR","Strikes in Netherlands","1906","11320","ODOORN"
"1692","NLSTR","Strikes in Netherlands","1906","11320","ODOORN"
"1693","NLSTR","Strikes in Netherlands","1906","11320","ODOORN"
"1694","NLSTR","Strikes in Netherlands","1906","10448","BORGER"
"1694","NLSTR","Strikes in Netherlands","1906","10610","ONSTWEDDE"
"1695","NLSTR","Strikes in Netherlands","1906","","HAM, DEN"
"1696","NLSTR","Strikes in Netherlands","1906","10345","ROTTERDAM"
"1697","NLSTR","Strikes in Netherlands","1906","10448","BORGER"
"1698","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1699","NLSTR","Strikes in Netherlands","1906","11421","SNEEK"
"1700","NLSTR","Strikes in Netherlands","1906","10426","GRONINGEN"
"1701","NLSTR","Strikes in Netherlands","1906","10722","UTRECHT"
"1702","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1703","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1704","NLSTR","Strikes in Netherlands","1906","10270","VLISSINGEN"
"1705","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1706","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1707","NLSTR","Strikes in Netherlands","1906","10345","ROTTERDAM"
"1708","NLSTR","Strikes in Netherlands","1906","10345","ROTTERDAM"
"1709","NLSTR","Strikes in Netherlands","1907","11010","WAGENINGEN"
"1710","NLSTR","Strikes in Netherlands","1907","11150","AMSTERDAM"
"1711","NLSTR","Strikes in Netherlands","1907","11043","BEERTA"
"1712","NLSTR","Strikes in Netherlands","1907","10887","VIANEN"
"1713","NLSTR","Strikes in Netherlands","1907","11150","AMSTERDAM"
"1714","NLSTR","Strikes in Netherlands","1907","11150","AMSTERDAM"
"1715","NLSTR","Strikes in Netherlands","1907","10373","KROMMENIE"
"1716","NLSTR","Strikes in Netherlands","1907","","MARSUM"
"1717","NLSTR","Strikes in Netherlands","1907","11298","EINDHOVEN"
"1718","NLSTR","Strikes in Netherlands","1907","","GESTEL"
"1719","NLSTR","Strikes in Netherlands","1907","11150","AMSTERDAM"
"1720","NLSTR","Strikes in Netherlands","1900","11091","BODEGRAVEN"
"1721","NLSTR","Strikes in Netherlands","1900","","HUIZUM"
"1722","NLSTR","Strikes in Netherlands","1900","","HECHTEL"
"1723","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1724","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1725","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1726","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1727","NLSTR","Strikes in Netherlands","1900","","OLDEOUWER"
"1727","NLSTR","Strikes in Netherlands","1900","","STEGGERDA"
"1727","NLSTR","Strikes in Netherlands","1900","11322","WESTSTELLINGWERF"
"1728","NLSTR","Strikes in Netherlands","1900","11100","OLDENZAAL"
"1729","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1730","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1731","NLSTR","Strikes in Netherlands","1900","10309","RHENEN"
"1732","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1733","NLSTR","Strikes in Netherlands","1900","","VROOMSHOOP"
"1734","NLSTR","Strikes in Netherlands","1900","","NIJEHORNE"
"1734","NLSTR","Strikes in Netherlands","1900","11320","ODOORN"
"1734","NLSTR","Strikes in Netherlands","1900","10489","SLEEN"
"1734","NLSTR","Strikes in Netherlands","1900","","ESSERVEEN"
"1735","NLSTR","Strikes in Netherlands","1900","10064","SCHOONEBEEK"
"1736","NLSTR","Strikes in Netherlands","1900","10773","WEESP"
"1737","NLSTR","Strikes in Netherlands","1900","","STOBBEGAT"
"1738","NLSTR","Strikes in Netherlands","1900","","AALST-NB"
"1739","NLSTR","Strikes in Netherlands","1900","10197","LISSE"
"1740","NLSTR","Strikes in Netherlands","1900","10702","LEIDEN"
"1741","NLSTR","Strikes in Netherlands","1909","11150","AMSTERDAM"
"1742","NLSTR","Strikes in Netherlands","1909","11150","AMSTERDAM"
"1743","NLSTR","Strikes in Netherlands","1909","10426","GRONINGEN"
"1744","NLSTR","Strikes in Netherlands","1909","10345","ROTTERDAM"
"1745","NLSTR","Strikes in Netherlands","1911","10364","ENSCHEDE"
"1746","NLSTR","Strikes in Netherlands","1911","10357","HAARLEM"
"1747","NLSTR","Strikes in Netherlands","1911","11150","AMSTERDAM"
"1748","NLSTR","Strikes in Netherlands","1911","11150","AMSTERDAM"
"1749","NLSTR","Strikes in Netherlands","1911","","VELP"
"1750","NLSTR","Strikes in Netherlands","1911","10364","ENSCHEDE"
"1751","NLSTR","Strikes in Netherlands","1911","11150","AMSTERDAM"
"1752","NLSTR","Strikes in Netherlands","1911","10773","WEESP"
"1753","NLSTR","Strikes in Netherlands","1909","11150","AMSTERDAM"
"1754","NLSTR","Strikes in Netherlands","1909","10173","BEEK EN DONK"
"1755","NLSTR","Strikes in Netherlands","1909","11392","HOORN"
"1756","NLSTR","Strikes in Netherlands","1909","11122","WATERGRAAFSMEER"
"1757","NLSTR","Strikes in Netherlands","1911","11150","AMSTERDAM"
"1758","NLSTR","Strikes in Netherlands","1911","10795","ARNHEM"
"1759","NLSTR","Strikes in Netherlands","1911","11180","EMMEN"
"1760","NLSTR","Strikes in Netherlands","1911","10302","GOUDA"
"1761","NLSTR","Strikes in Netherlands","1911","10795","ARNHEM"
"1762","NLSTR","Strikes in Netherlands","1911","10345","ROTTERDAM"
"1763","NLSTR","Strikes in Netherlands","1911","11150","AMSTERDAM"
"1764","NLSTR","Strikes in Netherlands","1911","11322","WESTSTELLINGWERF"
"1765","NLSTR","Strikes in Netherlands","1911","11010","WAGENINGEN"
"1766","NLSTR","Strikes in Netherlands","1911","10345","ROTTERDAM"
"1767","NLSTR","Strikes in Netherlands","1911","11150","AMSTERDAM"
"1768","NLSTR","Strikes in Netherlands","1904","","DEN HAAG"
"1769","NLSTR","Strikes in Netherlands","1904","","REIDLAND"
"1770","NLSTR","Strikes in Netherlands","1904","","VLEDDERVEEN"
"1771","NLSTR","Strikes in Netherlands","1904","10426","GRONINGEN"
"1772","NLSTR","Strikes in Netherlands","1904","11150","AMSTERDAM"
"1773","NLSTR","Strikes in Netherlands","1904","","DEN HAAG"
"1774","NLSTR","Strikes in Netherlands","1906","","DEN HAAG"
"1775","NLSTR","Strikes in Netherlands","1906","","DEN HAAG"
"1776","NLSTR","Strikes in Netherlands","1905","10345","ROTTERDAM"
"1777","NLSTR","Strikes in Netherlands","1905","11150","AMSTERDAM"
"1778","NLSTR","Strikes in Netherlands","1905","","DEN HAAG"
"1779","NLSTR","Strikes in Netherlands","1905","10958","MUIDEN"
"1780","NLSTR","Strikes in Netherlands","1905","","DEN HAAG"
"1781","NLSTR","Strikes in Netherlands","1905","10191","MAARSSEN"
"1782","NLSTR","Strikes in Netherlands","1905","10453","WINSCHOTEN"
"1783","NLSTR","Strikes in Netherlands","1905","10345","ROTTERDAM"
"1784","NLSTR","Strikes in Netherlands","1905","11150","AMSTERDAM"
"1785","NLSTR","Strikes in Netherlands","1905","11150","AMSTERDAM"
"1786","NLSTR","Strikes in Netherlands","1905","11150","AMSTERDAM"
"1787","NLSTR","Strikes in Netherlands","1905","10154","BREDA"
"1788","NLSTR","Strikes in Netherlands","1905","11150","AMSTERDAM"
"1789","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1790","NLSTR","Strikes in Netherlands","1906","10302","GOUDA"
"1791","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1792","NLSTR","Strikes in Netherlands","1906","11066","PURMEREND"
"1793","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1794","NLSTR","Strikes in Netherlands","1906","10350","BERGH"
"1795","NLSTR","Strikes in Netherlands","1906","10702","LEIDEN"
"1796","NLSTR","Strikes in Netherlands","1906","10358","RIJSSEN"
"1797","NLSTR","Strikes in Netherlands","1906","10932","HELMOND"
"1798","NLSTR","Strikes in Netherlands","1906","11411","BAARN"
"1799","NLSTR","Strikes in Netherlands","1906","11150","AMSTERDAM"
"1800","NLSTR","Strikes in Netherlands","1906","","DEN HAAG"
"1801","NLSTR","Strikes in Netherlands","1908","10811","VLAARDINGEN"
"1802","NLSTR","Strikes in Netherlands","1908","10448","BORGER"
"1803","NLSTR","Strikes in Netherlands","1908","10446","NIJKERK"
"1804","NLSTR","Strikes in Netherlands","1908","10345","ROTTERDAM"
"1805","NLSTR","Strikes in Netherlands","1908","11039","DIEMEN"
"1806","NLSTR","Strikes in Netherlands","1908","11150","AMSTERDAM"
"1807","NLSTR","Strikes in Netherlands","1908","11331","SLIEDRECHT"
"1808","NLSTR","Strikes in Netherlands","1900","10345","ROTTERDAM"
"1809","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1810","NLSTR","Strikes in Netherlands","1900","","DEN HAAG"
"1811","NLSTR","Strikes in Netherlands","1900","10722","UTRECHT"
"1812","NLSTR","Strikes in Netherlands","1900","10683","OVERSCHIE"
"1813","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1814","NLSTR","Strikes in Netherlands","1900","11135","WINSUM"
"1815","NLSTR","Strikes in Netherlands","1900","10704","TERNEUZEN"
"1816","NLSTR","Strikes in Netherlands","1900","10345","ROTTERDAM"
"1817","NLSTR","Strikes in Netherlands","1900","10345","ROTTERDAM"
"1818","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1819","NLSTR","Strikes in Netherlands","1900","11285","HILVERSUM"
"1820","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1821","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1822","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1823","NLSTR","Strikes in Netherlands","1900","10345","ROTTERDAM"
"1824","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1825","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1826","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1827","NLSTR","Strikes in Netherlands","1900","","KORTEZWAAG"
"1828","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1829","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1830","NLSTR","Strikes in Netherlands","1900","10257","BIERVLIET"
"1831","NLSTR","Strikes in Netherlands","1900","10345","ROTTERDAM"
"1832","NLSTR","Strikes in Netherlands","1900","10326","BORNE"
"1833","NLSTR","Strikes in Netherlands","1900","","NOORDWOLDE"
"1834","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1835","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1836","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1837","NLSTR","Strikes in Netherlands","1900","10361","WORMERVEER"
"1838","NLSTR","Strikes in Netherlands","1900","","EDAM"
"1839","NLSTR","Strikes in Netherlands","1900","","VROOMSHOOP"
"1840","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1841","NLSTR","Strikes in Netherlands","1900","10722","UTRECHT"
"1842","NLSTR","Strikes in Netherlands","1900","10453","WINSCHOTEN"
"1843","NLSTR","Strikes in Netherlands","1900","","BEERZERVELD"
"1844","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1845","NLSTR","Strikes in Netherlands","1900","11150","AMSTERDAM"
"1846","NLSTR","Strikes in Netherlands","1900","10364","ENSCHEDE"
"1847","NLSTR","Strikes in Netherlands","1900","","NOORDWOLDE"
"1848","NLSTR","Strikes in Netherlands","1900","","KAATSHEUVEL"
"1849","NLSTR","Strikes in Netherlands","1900","11430","IJZENDOORN"
"1850","NLSTR","Strikes in Netherlands","1900","10154","BREDA"
"1851","NLSTR","Strikes in Netherlands","1900","10909","HARLINGEN"
"1852","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1853","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1854","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1855","NLSTR","Strikes in Netherlands","1901","","WESTERBROEK"
"1856","NLSTR","Strikes in Netherlands","1901","10453","WINSCHOTEN"
"1857","NLSTR","Strikes in Netherlands","1901","","NOORDWOLDE"
"1858","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1859","NLSTR","Strikes in Netherlands","1901","11044","ZAANDAM"
"1860","NLSTR","Strikes in Netherlands","1901","10426","GRONINGEN"
"1861","NLSTR","Strikes in Netherlands","1903","10364","ENSCHEDE"
"1862","NLSTR","Strikes in Netherlands","1903","10345","ROTTERDAM"
"1863","NLSTR","Strikes in Netherlands","1903","11150","AMSTERDAM"
"1864","NLSTR","Strikes in Netherlands","1903","10345","ROTTERDAM"
"1865","NLSTR","Strikes in Netherlands","1903","11150","AMSTERDAM"
"1866","NLSTR","Strikes in Netherlands","1903","10326","BORNE"
"1867","NLSTR","Strikes in Netherlands","1903","11150","AMSTERDAM"
"1868","NLSTR","Strikes in Netherlands","1903","10345","ROTTERDAM"
"1869","NLSTR","Strikes in Netherlands","1903","10345","ROTTERDAM"
"1870","NLSTR","Strikes in Netherlands","1904","10426","GRONINGEN"
"1871","NLSTR","Strikes in Netherlands","1904","11150","AMSTERDAM"
"1872","NLSTR","Strikes in Netherlands","1904","11150","AMSTERDAM"
"1873","NLSTR","Strikes in Netherlands","1912","","BILDT, HET"
"1874","NLSTR","Strikes in Netherlands","1912","10345","ROTTERDAM"
"1875","NLSTR","Strikes in Netherlands","1916","11157","DORDRECHT"
"1876","NLSTR","Strikes in Netherlands","1916","10928","DELFT"
"1877","NLSTR","Strikes in Netherlands","1916","11150","AMSTERDAM"
"1878","NLSTR","Strikes in Netherlands","1916","11260","SCHIEDAM"
"1879","NLSTR","Strikes in Netherlands","1916","10722","UTRECHT"
"1880","NLSTR","Strikes in Netherlands","1916","11150","AMSTERDAM"
"1881","NLSTR","Strikes in Netherlands","1916","","DEN HAAG"
"1881","NLSTR","Strikes in Netherlands","1916","10997","LOOSDUINEN"
"1882","NLSTR","Strikes in Netherlands","1916","10836","OOSTSTELLINGWERF"
"1882","NLSTR","Strikes in Netherlands","1916","11322","WESTSTELLINGWERF"
"1883","NLSTR","Strikes in Netherlands","1916","","HENGELO"
"1884","NLSTR","Strikes in Netherlands","1916","","CAPELLE AD IJSSEL"
"1885","NLSTR","Strikes in Netherlands","1916","","IJMUIDEN"
"1886","NLSTR","Strikes in Netherlands","1916","","KOOG AD ZAAN"
"1886","NLSTR","Strikes in Netherlands","1916","11404","ZAANDIJK"
"1887","NLSTR","Strikes in Netherlands","1916","11057","PETTEN"
"1888","NLSTR","Strikes in Netherlands","1916","11249","VLAGTWEDDE"
"1889","NLSTR","Strikes in Netherlands","1916","11150","AMSTERDAM"
"1890","NLSTR","Strikes in Netherlands","1916","11037","BERGEN OP ZOOM"
"1891","NLSTR","Strikes in Netherlands","1916","10357","HAARLEM"
"1892","NLSTR","Strikes in Netherlands","1916","10345","ROTTERDAM"
"1893","NLSTR","Strikes in Netherlands","1916","","DEN HAAG"
"1894","NLSTR","Strikes in Netherlands","1916","","DEN HAAG"
"1895","NLSTR","Strikes in Netherlands","1916","10345","ROTTERDAM"
"1896","NLSTR","Strikes in Netherlands","1916","10722","UTRECHT"
"1897","NLSTR","Strikes in Netherlands","1917","11260","SCHIEDAM"
"1898","NLSTR","Strikes in Netherlands","1917","10345","ROTTERDAM"
"1899","NLSTR","Strikes in Netherlands","1917","10345","ROTTERDAM"
"1900","NLSTR","Strikes in Netherlands","1917","11303","OOSTZAAN"
"1900","NLSTR","Strikes in Netherlands","1917","11066","PURMEREND"
"1900","NLSTR","Strikes in Netherlands","1917","11044","ZAANDAM"
"1901","NLSTR","Strikes in Netherlands","1917","11157","DORDRECHT"
"1902","NLSTR","Strikes in Netherlands","1917","10948","AMERSFOORT"
"1903","NLSTR","Strikes in Netherlands","1917","","DEN HAAG"
"1904","NLSTR","Strikes in Netherlands","1917","","DEN HAAG"
"1905","NLSTR","Strikes in Netherlands","1917","11180","EMMEN"
"1906","NLSTR","Strikes in Netherlands","1917","10345","ROTTERDAM"
"1907","NLSTR","Strikes in Netherlands","1917","11057","PETTEN"
"1908","NLSTR","Strikes in Netherlands","1917","10345","ROTTERDAM"
"1909","NLSTR","Strikes in Netherlands","1917","10059","ZUILEN"
"1910","NLSTR","Strikes in Netherlands","1901","","PEKELA OUDE"
"1911","NLSTR","Strikes in Netherlands","1901","","PEKELA OUDE"
"1912","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1913","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1914","NLSTR","Strikes in Netherlands","1901","10899","DEVENTER"
"1915","NLSTR","Strikes in Netherlands","1901","10197","LISSE"
"1916","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1917","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1918","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1919","NLSTR","Strikes in Netherlands","1901","11150","AMSTERDAM"
"1920","NLSTR","Strikes in Netherlands","1901","10212","FINSTERWOLDE"
"1921","NLSTR","Strikes in Netherlands","1901","11044","ZAANDAM"
"1922","NLSTR","Strikes in Netherlands","1901","10345","ROTTERDAM"
"1923","NLSTR","Strikes in Netherlands","1901","11228","LEEUWARDEN"
"1924","NLSTR","Strikes in Netherlands","1901","10453","WINSCHOTEN"
"1925","NLSTR","Strikes in Netherlands","1903","10899","DEVENTER"
"1926","NLSTR","Strikes in Netherlands","1903","11150","AMSTERDAM"
"1927","NLSTR","Strikes in Netherlands","1903","10357","HAARLEM"
"1928","NLSTR","Strikes in Netherlands","1903","11150","AMSTERDAM"
"1929","NLSTR","Strikes in Netherlands","1905","10182","MAASTRICHT"
"1930","NLSTR","Strikes in Netherlands","1905","10683","OVERSCHIE"
"1931","NLSTR","Strikes in Netherlands","1905","11285","HILVERSUM"
