"ID","code","indicator","year","amsterdam_code","naam"
"8919","NLSTR","Strikes in Netherlands","1927","10795","ARNHEM"
"8920","NLSTR","Strikes in Netherlands","1927","","HAREN"
"8921","NLSTR","Strikes in Netherlands","1927","10948","AMERSFOORT"
"8922","NLSTR","Strikes in Netherlands","1927","10345","ROTTERDAM"
"8923","NLSTR","Strikes in Netherlands","1927","10302","GOUDA"
"8924","NLSTR","Strikes in Netherlands","1927","11285","HILVERSUM"
"8925","NLSTR","Strikes in Netherlands","1927","10909","HARLINGEN"
"8926","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8927","NLSTR","Strikes in Netherlands","1927","10027","TIEL"
"8928","NLSTR","Strikes in Netherlands","1927","","VALTHERMOND"
"8929","NLSTR","Strikes in Netherlands","1927","11053","ALMELO"
"8929","NLSTR","Strikes in Netherlands","1927","10795","ARNHEM"
"8929","NLSTR","Strikes in Netherlands","1927","","DEN HAAG"
"8929","NLSTR","Strikes in Netherlands","1927","10426","GRONINGEN"
"8929","NLSTR","Strikes in Netherlands","1927","10373","KROMMENIE"
"8929","NLSTR","Strikes in Netherlands","1927","","UTRECH#"
"8930","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8931","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8932","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8933","NLSTR","Strikes in Netherlands","1927","10383","COEVORDEN"
"8934","NLSTR","Strikes in Netherlands","1927","","NOORDWOLDE"
"8935","NLSTR","Strikes in Netherlands","1927","10620","VELSEN"
"8936","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8937","NLSTR","Strikes in Netherlands","1927","","ROSWINKEL"
"8938","NLSTR","Strikes in Netherlands","1927","10345","ROTTERDAM"
"8939","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8940","NLSTR","Strikes in Netherlands","1927","10182","MAASTRICHT"
"8941","NLSTR","Strikes in Netherlands","1927","10448","BORGER"
"8942","NLSTR","Strikes in Netherlands","1927","10426","GRONINGEN"
"8943","NLSTR","Strikes in Netherlands","1927","10426","GRONINGEN"
"8944","NLSTR","Strikes in Netherlands","1927","10704","TERNEUZEN"
"8945","NLSTR","Strikes in Netherlands","1927","10928","DELFT"
"8946","NLSTR","Strikes in Netherlands","1927","11119","WINTERSWIJK"
"8947","NLSTR","Strikes in Netherlands","1927","10899","DEVENTER"
"8948","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8949","NLSTR","Strikes in Netherlands","1927","","DEN BOSCH"
"8950","NLSTR","Strikes in Netherlands","1927","","PEKELA OUDE"
"8951","NLSTR","Strikes in Netherlands","1927","10759","ZEELAND"
"8952","NLSTR","Strikes in Netherlands","1927","","DEN HAAG"
"8953","NLSTR","Strikes in Netherlands","1927","","OVERIJSSEL"
"8954","NLSTR","Strikes in Netherlands","1927","10795","ARNHEM"
"8955","NLSTR","Strikes in Netherlands","1927","10928","DELFT"
"8956","NLSTR","Strikes in Netherlands","1927","","DEN HAAG"
"8957","NLSTR","Strikes in Netherlands","1927","10357","HAARLEM"
"8958","NLSTR","Strikes in Netherlands","1927","10880","MAASSLUIS"
"8959","NLSTR","Strikes in Netherlands","1927","11075","APELDOORN"
"8960","NLSTR","Strikes in Netherlands","1927","10357","HAARLEM"
"8961","NLSTR","Strikes in Netherlands","1927","10345","ROTTERDAM"
"8962","NLSTR","Strikes in Netherlands","1927","","IJMUIDEN"
"8963","NLSTR","Strikes in Netherlands","1927","11282","ZUIDBROEK"
"8964","NLSTR","Strikes in Netherlands","1927","10357","HAARLEM"
"8965","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8966","NLSTR","Strikes in Netherlands","1927","10518","PANNERDEN"
"8967","NLSTR","Strikes in Netherlands","1927","10899","DEVENTER"
"8968","NLSTR","Strikes in Netherlands","1927","11100","OLDENZAAL"
"8969","NLSTR","Strikes in Netherlands","1927","10453","WINSCHOTEN"
"8970","NLSTR","Strikes in Netherlands","1927","10345","ROTTERDAM"
"8971","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8972","NLSTR","Strikes in Netherlands","1927","","DEN HOORN"
"8973","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8974","NLSTR","Strikes in Netherlands","1927","","FRIESLAND"
"8974","NLSTR","Strikes in Netherlands","1927","","NOORD-HOLLAND"
"8975","NLSTR","Strikes in Netherlands","1927","10426","GRONINGEN"
"8976","NLSTR","Strikes in Netherlands","1927","11327","ALBLASSERDAM"
"8977","NLSTR","Strikes in Netherlands","1927","11260","SCHIEDAM"
"8978","NLSTR","Strikes in Netherlands","1927","10345","ROTTERDAM"
"8979","NLSTR","Strikes in Netherlands","1927","11075","APELDOORN"
"8980","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8981","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8982","NLSTR","Strikes in Netherlands","1927","","PEKELA OUDE"
"8983","NLSTR","Strikes in Netherlands","1927","10345","ROTTERDAM"
"8984","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"8985","NLSTR","Strikes in Netherlands","1927","11225","LANDSMEER"
"8986","NLSTR","Strikes in Netherlands","1927","","DEN HAAG"
"8987","NLSTR","Strikes in Netherlands","1927","11320","ODOORN"
"8987","NLSTR","Strikes in Netherlands","1927","","VALTHERMOND"
"8988","NLSTR","Strikes in Netherlands","1929","11298","EINDHOVEN"
"8989","NLSTR","Strikes in Netherlands","1929","","DEN HAAG"
"8990","NLSTR","Strikes in Netherlands","1929","","DEN HAAG"
"8990","NLSTR","Strikes in Netherlands","1929","10357","HAARLEM"
"8991","NLSTR","Strikes in Netherlands","1929","10527","ALKMAAR"
"8992","NLSTR","Strikes in Netherlands","1929","10357","HAARLEM"
"8993","NLSTR","Strikes in Netherlands","1929","10182","MAASTRICHT"
"8994","NLSTR","Strikes in Netherlands","1929","11260","SCHIEDAM"
"8995","NLSTR","Strikes in Netherlands","1929","","OOSTERBEEK"
"8996","NLSTR","Strikes in Netherlands","1929","11150","AMSTERDAM"
"8997","NLSTR","Strikes in Netherlands","1932","","JIPSINGHUIZEN"
"8997","NLSTR","Strikes in Netherlands","1932","","FRIESLAND"
"8998","NLSTR","Strikes in Netherlands","1932","11362","STAPHORST"
"8999","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9000","NLSTR","Strikes in Netherlands","1932","10722","UTRECHT"
"9001","NLSTR","Strikes in Netherlands","1932","10933","DIEPENVEEN"
"9002","NLSTR","Strikes in Netherlands","1932","","HENGELO"
"9003","NLSTR","Strikes in Netherlands","1932","10345","ROTTERDAM"
"9004","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9005","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9006","NLSTR","Strikes in Netherlands","1932","10650","DANTUMADEEL"
"9007","NLSTR","Strikes in Netherlands","1932","","DEN HAAG"
"9008","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9009","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9010","NLSTR","Strikes in Netherlands","1932","10426","GRONINGEN"
"9011","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9012","NLSTR","Strikes in Netherlands","1932","10546","STEENWIJK"
"9013","NLSTR","Strikes in Netherlands","1932","","DEN HAAG"
"9014","NLSTR","Strikes in Netherlands","1932","10281","BUSSUM"
"9015","NLSTR","Strikes in Netherlands","1932","11157","DORDRECHT"
"9016","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9017","NLSTR","Strikes in Netherlands","1932","10707","KATWIJK"
"9018","NLSTR","Strikes in Netherlands","1932","10942","GORINCHEM"
"9019","NLSTR","Strikes in Netherlands","1936","10948","AMERSFOORT"
"9020","NLSTR","Strikes in Netherlands","1936","10948","AMERSFOORT"
"9021","NLSTR","Strikes in Netherlands","1947","10345","ROTTERDAM"
"9022","NLSTR","Strikes in Netherlands","1947","11298","EINDHOVEN"
"9023","NLSTR","Strikes in Netherlands","1947","10345","ROTTERDAM"
"9024","NLSTR","Strikes in Netherlands","1947","11100","OLDENZAAL"
"9025","NLSTR","Strikes in Netherlands","1947","10792","TILBURG"
"9026","NLSTR","Strikes in Netherlands","1947","11209","NIJMEGEN"
"9027","NLSTR","Strikes in Netherlands","1947","10345","ROTTERDAM"
"9028","NLSTR","Strikes in Netherlands","1947","11053","ALMELO"
"9029","NLSTR","Strikes in Netherlands","1947","10909","HARLINGEN"
"9030","NLSTR","Strikes in Netherlands","1947","10033","MONTFOORT"
"9031","NLSTR","Strikes in Netherlands","1947","11313","ROERMOND"
"9032","NLSTR","Strikes in Netherlands","1937","","NIJVERDAL"
"9033","NLSTR","Strikes in Netherlands","1935","10357","HAARLEM"
"9034","NLSTR","Strikes in Netherlands","1935","10765","KOCKENGEN"
"9035","NLSTR","Strikes in Netherlands","1935","10182","MAASTRICHT"
"9036","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9037","NLSTR","Strikes in Netherlands","1935","10364","ENSCHEDE"
"9038","NLSTR","Strikes in Netherlands","1935","","DEN HAAG"
"9039","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9040","NLSTR","Strikes in Netherlands","1935","","DEN HAAG"
"9041","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9042","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9043","NLSTR","Strikes in Netherlands","1935","11066","PURMEREND"
"9044","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9045","NLSTR","Strikes in Netherlands","1935","10825","WILDERVANK"
"9046","NLSTR","Strikes in Netherlands","1935","11053","ALMELO"
"9047","NLSTR","Strikes in Netherlands","1935","10722","UTRECHT"
"9048","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9049","NLSTR","Strikes in Netherlands","1935","","BUINEN N."
"9050","NLSTR","Strikes in Netherlands","1935","","TUINDORP-OOST"
"9051","NLSTR","Strikes in Netherlands","1935","10365","WILNIS"
"9052","NLSTR","Strikes in Netherlands","1935","","ETTEN EN LEUR"
"9053","NLSTR","Strikes in Netherlands","1935","11362","STAPHORST"
"9054","NLSTR","Strikes in Netherlands","1935","11408","HULST"
"9055","NLSTR","Strikes in Netherlands","1935","10154","BREDA"
"9056","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9057","NLSTR","Strikes in Netherlands","1935","","TUINDORP-OOST"
"9058","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9059","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9060","NLSTR","Strikes in Netherlands","1935","10302","GOUDA"
"9061","NLSTR","Strikes in Netherlands","1935","","DEN HAAG"
"9062","NLSTR","Strikes in Netherlands","1935","10364","ENSCHEDE"
"9063","NLSTR","Strikes in Netherlands","1935","","ANNA JACOBAPOLDER"
"9064","NLSTR","Strikes in Netherlands","1935","11066","PURMEREND"
"9065","NLSTR","Strikes in Netherlands","1935","11150","AMSTERDAM"
"9066","NLSTR","Strikes in Netherlands","1935","","BILTHOVEN"
"9067","NLSTR","Strikes in Netherlands","1935","10345","ROTTERDAM"
"9068","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"9069","NLSTR","Strikes in Netherlands","1927","","DEN HAAG"
"9070","NLSTR","Strikes in Netherlands","1927","10087","STELLENDAM"
"9071","NLSTR","Strikes in Netherlands","1927","10792","TILBURG"
"9072","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"9073","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"9074","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"9075","NLSTR","Strikes in Netherlands","1927","10799","AMSTELVEEN"
"9076","NLSTR","Strikes in Netherlands","1927","","VEELERVEEN"
"9077","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"9078","NLSTR","Strikes in Netherlands","1927","10345","ROTTERDAM"
"9079","NLSTR","Strikes in Netherlands","1927","10345","ROTTERDAM"
"9080","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"9081","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"9082","NLSTR","Strikes in Netherlands","1927","10031","PIJNACKER"
"9083","NLSTR","Strikes in Netherlands","1927","10031","PIJNACKER"
"9084","NLSTR","Strikes in Netherlands","1927","","DEN HAAG"
"9085","NLSTR","Strikes in Netherlands","1927","","NOORD-HOLLAND"
"9086","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"9087","NLSTR","Strikes in Netherlands","1927","11053","ALMELO"
"9088","NLSTR","Strikes in Netherlands","1927","10345","ROTTERDAM"
"9089","NLSTR","Strikes in Netherlands","1927","","ROOSENDAAL"
"9090","NLSTR","Strikes in Netherlands","1927","11150","AMSTERDAM"
"9091","NLSTR","Strikes in Netherlands","1928","11044","ZAANDAM"
"9092","NLSTR","Strikes in Netherlands","1928","10345","ROTTERDAM"
"9093","NLSTR","Strikes in Netherlands","1928","11157","DORDRECHT"
"9094","NLSTR","Strikes in Netherlands","1928","10527","ALKMAAR"
"9094","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9094","NLSTR","Strikes in Netherlands","1928","10795","ARNHEM"
"9094","NLSTR","Strikes in Netherlands","1928","","DEN HAAG"
"9094","NLSTR","Strikes in Netherlands","1928","10285","DEN HELDER"
"9094","NLSTR","Strikes in Netherlands","1928","11157","DORDRECHT"
"9094","NLSTR","Strikes in Netherlands","1928","10364","ENSCHEDE"
"9094","NLSTR","Strikes in Netherlands","1928","10426","GRONINGEN"
"9095","NLSTR","Strikes in Netherlands","1928","","IJMUIDEN"
"9096","NLSTR","Strikes in Netherlands","1928","","DEN HAAG"
"9097","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9098","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9099","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9100","NLSTR","Strikes in Netherlands","1928","","HENGELO"
"9101","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9102","NLSTR","Strikes in Netherlands","1928","11260","SCHIEDAM"
"9103","NLSTR","Strikes in Netherlands","1928","","HENGELO"
"9104","NLSTR","Strikes in Netherlands","1928","10357","HAARLEM"
"9105","NLSTR","Strikes in Netherlands","1928","10974","WOERDEN"
"9106","NLSTR","Strikes in Netherlands","1928","10345","ROTTERDAM"
"9107","NLSTR","Strikes in Netherlands","1928","","NIEUWER AMSTEL"
"9108","NLSTR","Strikes in Netherlands","1928","10711","SCHEEMDA"
"9109","NLSTR","Strikes in Netherlands","1928","10345","ROTTERDAM"
"9110","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9111","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9112","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9113","NLSTR","Strikes in Netherlands","1928","","MUSSELKANAAL"
"9113","NLSTR","Strikes in Netherlands","1928","11253","STADSKANAAL"
"9114","NLSTR","Strikes in Netherlands","1928","10620","VELSEN"
"9115","NLSTR","Strikes in Netherlands","1928","","HENGELO"
"9116","NLSTR","Strikes in Netherlands","1928","10270","VLISSINGEN"
"9117","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9118","NLSTR","Strikes in Netherlands","1928","11166","LOSSER"
"9119","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9120","NLSTR","Strikes in Netherlands","1928","10297","HAGESTEIN"
"9121","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9122","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9123","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9124","NLSTR","Strikes in Netherlands","1928","10795","ARNHEM"
"9125","NLSTR","Strikes in Netherlands","1928","10345","ROTTERDAM"
"9126","NLSTR","Strikes in Netherlands","1928","10345","ROTTERDAM"
"9127","NLSTR","Strikes in Netherlands","1928","","DEN HAAG"
"9128","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9129","NLSTR","Strikes in Netherlands","1928","10345","ROTTERDAM"
"9130","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9131","NLSTR","Strikes in Netherlands","1928","","KOOG AD ZAAN"
"9132","NLSTR","Strikes in Netherlands","1928","10928","DELFT"
"9133","NLSTR","Strikes in Netherlands","1928","","IJMUIDEN"
"9134","NLSTR","Strikes in Netherlands","1928","10364","ENSCHEDE"
"9135","NLSTR","Strikes in Netherlands","1928","","HENGELO"
"9136","NLSTR","Strikes in Netherlands","1928","11157","DORDRECHT"
"9137","NLSTR","Strikes in Netherlands","1928","10345","ROTTERDAM"
"9138","NLSTR","Strikes in Netherlands","1928","","ONBEKEND"
"9139","NLSTR","Strikes in Netherlands","1928","11308","HEUKELUM"
"9140","NLSTR","Strikes in Netherlands","1928","","DEN HAAG"
"9141","NLSTR","Strikes in Netherlands","1928","11264","AALSMEER"
"9142","NLSTR","Strikes in Netherlands","1928","","ONBEKEND"
"9143","NLSTR","Strikes in Netherlands","1928","","ONBEKEND"
"9144","NLSTR","Strikes in Netherlands","1928","11298","EINDHOVEN"
"9145","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9146","NLSTR","Strikes in Netherlands","1928","","OOSTERBEEK"
"9147","NLSTR","Strikes in Netherlands","1928","10643","VRIEZENVEEN"
"9148","NLSTR","Strikes in Netherlands","1928","10550","MUNTENDAM"
"9149","NLSTR","Strikes in Netherlands","1928","10620","VELSEN"
"9150","NLSTR","Strikes in Netherlands","1928","","DEN HAAG"
"9151","NLSTR","Strikes in Netherlands","1928","10302","GOUDA"
"9152","NLSTR","Strikes in Netherlands","1928","","ONBEKEND"
"9153","NLSTR","Strikes in Netherlands","1928","","ONBEKEND"
"9154","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9155","NLSTR","Strikes in Netherlands","1928","10928","DELFT"
"9156","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9157","NLSTR","Strikes in Netherlands","1928","10620","VELSEN"
"9158","NLSTR","Strikes in Netherlands","1928","11298","EINDHOVEN"
"9159","NLSTR","Strikes in Netherlands","1928","11150","AMSTERDAM"
"9160","NLSTR","Strikes in Netherlands","1928","10152","IJSSELSTEIN"
"9160","NLSTR","Strikes in Netherlands","1928","10887","VIANEN"
"9161","NLSTR","Strikes in Netherlands","1929","10630","VRIES"
"9162","NLSTR","Strikes in Netherlands","1929","10928","DELFT"
"9163","NLSTR","Strikes in Netherlands","1929","11298","EINDHOVEN"
"9164","NLSTR","Strikes in Netherlands","1929","11298","EINDHOVEN"
"9165","NLSTR","Strikes in Netherlands","1929","","ONBEKEND"
"9166","NLSTR","Strikes in Netherlands","1929","10364","ENSCHEDE"
"9167","NLSTR","Strikes in Netherlands","1934","11285","HILVERSUM"
"9168","NLSTR","Strikes in Netherlands","1934","","OVERVEEN"
"9169","NLSTR","Strikes in Netherlands","1934","10426","GRONINGEN"
"9170","NLSTR","Strikes in Netherlands","1934","10345","ROTTERDAM"
"9171","NLSTR","Strikes in Netherlands","1934","10795","ARNHEM"
"9172","NLSTR","Strikes in Netherlands","1934","11150","AMSTERDAM"
"9173","NLSTR","Strikes in Netherlands","1934","10345","ROTTERDAM"
"9174","NLSTR","Strikes in Netherlands","1936","10722","UTRECHT"
"9175","NLSTR","Strikes in Netherlands","1936","10364","ENSCHEDE"
"9176","NLSTR","Strikes in Netherlands","1936","","BILTHOVEN"
"9177","NLSTR","Strikes in Netherlands","1936","","SIBCULO"
"9178","NLSTR","Strikes in Netherlands","1936","10099","PUTTE"
"9179","NLSTR","Strikes in Netherlands","1936","10364","ENSCHEDE"
"9180","NLSTR","Strikes in Netherlands","1936","","BLERICK"
"9181","NLSTR","Strikes in Netherlands","1936","11119","WINTERSWIJK"
"9182","NLSTR","Strikes in Netherlands","1936","11053","ALMELO"
"9183","NLSTR","Strikes in Netherlands","1936","","VELP"
"9184","NLSTR","Strikes in Netherlands","1936","11150","AMSTERDAM"
"9185","NLSTR","Strikes in Netherlands","1936","10364","ENSCHEDE"
"9186","NLSTR","Strikes in Netherlands","1931","11094","GROENLO"
"9187","NLSTR","Strikes in Netherlands","1931","","DEN HAAG"
"9188","NLSTR","Strikes in Netherlands","1931","11264","AALSMEER"
"9189","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9190","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9191","NLSTR","Strikes in Netherlands","1929","","DEN HAAG"
"9192","NLSTR","Strikes in Netherlands","1929","10620","VELSEN"
"9193","NLSTR","Strikes in Netherlands","1929","11150","AMSTERDAM"
"9194","NLSTR","Strikes in Netherlands","1929","10342","CULEMBORG"
"9195","NLSTR","Strikes in Netherlands","1929","","PEKELA NIEUWE"
"9196","NLSTR","Strikes in Netherlands","1929","11150","AMSTERDAM"
"9197","NLSTR","Strikes in Netherlands","1929","10233","BRESKENS"
"9198","NLSTR","Strikes in Netherlands","1930","","ONBEKEND"
"9199","NLSTR","Strikes in Netherlands","1930","","ONBEKEND"
"9200","NLSTR","Strikes in Netherlands","1930","","ONBEKEND"
"9201","NLSTR","Strikes in Netherlands","1930","","ONBEKEND"
"9202","NLSTR","Strikes in Netherlands","1930","","ONBEKEND"
"9203","NLSTR","Strikes in Netherlands","1930","","ONBEKEND"
"9204","NLSTR","Strikes in Netherlands","1930","","ONBEKEND"
"9205","NLSTR","Strikes in Netherlands","1930","","DEN HAAG"
"9206","NLSTR","Strikes in Netherlands","1930","10364","ENSCHEDE"
"9207","NLSTR","Strikes in Netherlands","1930","10345","ROTTERDAM"
"9208","NLSTR","Strikes in Netherlands","1930","11010","WAGENINGEN"
"9209","NLSTR","Strikes in Netherlands","1930","10722","UTRECHT"
"9210","NLSTR","Strikes in Netherlands","1930","11150","AMSTERDAM"
"9211","NLSTR","Strikes in Netherlands","1930","","NOORD-HOLLAND"
"9212","NLSTR","Strikes in Netherlands","1930","10527","ALKMAAR"
"9213","NLSTR","Strikes in Netherlands","1930","11150","AMSTERDAM"
"9214","NLSTR","Strikes in Netherlands","1930","","DEN HAAG"
"9215","NLSTR","Strikes in Netherlands","1930","10182","MAASTRICHT"
"9216","NLSTR","Strikes in Netherlands","1931","11263","LOCHEM"
"9217","NLSTR","Strikes in Netherlands","1931","","JIPSINGHUIZEN"
"9218","NLSTR","Strikes in Netherlands","1931","11298","EINDHOVEN"
"9219","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9220","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9221","NLSTR","Strikes in Netherlands","1931","10879","RUURLO"
"9222","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9223","NLSTR","Strikes in Netherlands","1931","","DEN HAAG"
"9224","NLSTR","Strikes in Netherlands","1931","10357","HAARLEM"
"9225","NLSTR","Strikes in Netherlands","1931","10225","OIRSCHOT"
"9226","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9227","NLSTR","Strikes in Netherlands","1931","11010","WAGENINGEN"
"9228","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9229","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9230","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9231","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9232","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9233","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9234","NLSTR","Strikes in Netherlands","1931","","DEN HAAG"
"9235","NLSTR","Strikes in Netherlands","1931","10953","HOOGKERK"
"9235","NLSTR","Strikes in Netherlands","1931","11292","VEENDAM"
"9235","NLSTR","Strikes in Netherlands","1931","10453","WINSCHOTEN"
"9235","NLSTR","Strikes in Netherlands","1931","10008","NIEUWESCHANS"
"9235","NLSTR","Strikes in Netherlands","1931","","PEKELA, O."
"9236","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9237","NLSTR","Strikes in Netherlands","1931","11150","AMSTERDAM"
"9238","NLSTR","Strikes in Netherlands","1931","","DEN HAAG"
"9239","NLSTR","Strikes in Netherlands","1931","10426","GRONINGEN"
"9240","NLSTR","Strikes in Netherlands","1932","","SCHIPBEKER"
"9241","NLSTR","Strikes in Netherlands","1932","","DEN HAAG"
"9242","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9243","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9244","NLSTR","Strikes in Netherlands","1932","10807","BREUKELEN"
"9245","NLSTR","Strikes in Netherlands","1932","10902","HEERLEN"
"9246","NLSTR","Strikes in Netherlands","1932","","DEN HAAG"
"9247","NLSTR","Strikes in Netherlands","1932","10076","GOOR"
"9248","NLSTR","Strikes in Netherlands","1932","10834","OSS"
"9249","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9250","NLSTR","Strikes in Netherlands","1932","10188","OUDEWATER"
"9251","NLSTR","Strikes in Netherlands","1932","11150","AMSTERDAM"
"9252","NLSTR","Strikes in Netherlands","1929","10685","LEERDAM"
"9253","NLSTR","Strikes in Netherlands","1929","10345","ROTTERDAM"
"9254","NLSTR","Strikes in Netherlands","1929","","WAPENVELD"
"9255","NLSTR","Strikes in Netherlands","1929","11044","ZAANDAM"
"9256","NLSTR","Strikes in Netherlands","1929","10302","GOUDA"
"9257","NLSTR","Strikes in Netherlands","1929","11228","LEEUWARDEN"
"9257","NLSTR","Strikes in Netherlands","1929","11421","SNEEK"
"9258","NLSTR","Strikes in Netherlands","1929","10468","ZWIJNDRECHT"
"9259","NLSTR","Strikes in Netherlands","1929","10795","ARNHEM"
"9260","NLSTR","Strikes in Netherlands","1929","","NIJVERDAL"
"9261","NLSTR","Strikes in Netherlands","1929","10520","BEILEN"
"9262","NLSTR","Strikes in Netherlands","1929","11209","NIJMEGEN"
"9263","NLSTR","Strikes in Netherlands","1929","","DEN HAAG"
"9264","NLSTR","Strikes in Netherlands","1929","10839","HOOGEVEEN"
"9265","NLSTR","Strikes in Netherlands","1929","","VALTHERMOND"
"9266","NLSTR","Strikes in Netherlands","1929","10722","UTRECHT"
"9267","NLSTR","Strikes in Netherlands","1929","10630","VRIES"
"9268","NLSTR","Strikes in Netherlands","1929","","ONBEKEND"
"9269","NLSTR","Strikes in Netherlands","1929","10182","MAASTRICHT"
"9270","NLSTR","Strikes in Netherlands","1929","11150","AMSTERDAM"
"9271","NLSTR","Strikes in Netherlands","1929","10426","GRONINGEN"
"9272","NLSTR","Strikes in Netherlands","1929","11150","AMSTERDAM"
"9273","NLSTR","Strikes in Netherlands","1929","11150","AMSTERDAM"
"9274","NLSTR","Strikes in Netherlands","1929","11044","ZAANDAM"
"9275","NLSTR","Strikes in Netherlands","1929","11166","LOSSER"
"9276","NLSTR","Strikes in Netherlands","1929","11010","WAGENINGEN"
"9277","NLSTR","Strikes in Netherlands","1929","10942","GORINCHEM"
"9277","NLSTR","Strikes in Netherlands","1929","11397","SPIJK"
"9277","NLSTR","Strikes in Netherlands","1929","11376","VUREN"
"9278","NLSTR","Strikes in Netherlands","1929","11094","GROENLO"
"9279","NLSTR","Strikes in Netherlands","1929","10345","ROTTERDAM"
"9280","NLSTR","Strikes in Netherlands","1929","","SCHEVENINGEN"
"9281","NLSTR","Strikes in Netherlands","1929","11215","MEDEMBLIK"
"9281","NLSTR","Strikes in Netherlands","1929","11277","WIERINGEN"
"9282","NLSTR","Strikes in Netherlands","1929","10345","ROTTERDAM"
